

New occurence at: 2021-03-01 11:25:19.740186, Trojan name: HT1_1 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec 
rbf  , 0.0014  , 0.39  ,  0.58618  , 0.70665  , 0.99689  , 0.54734  , 13.0  ,  24936   , 64  , 20626  , 4374
rbf  , 0.0014  , 0.4  ,  0.5863  , 0.70673  , 0.99697  , 0.54741  , 13.0  ,  24936   , 64  , 20617  , 4383

Best params: nu = 0.0011  , gamma = 0.4  , F1_score = 0.70683  


New occurence at: 2021-03-02 16:07:24.603553, Trojan name: HT1_3 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0005  , 0.18  ,  0.50002  , 8e-05  , 4e-05  , 0.1  , 2059.0  ,  1   , 24999  , 1  , 24999
rbf  , 0.0005  , 0.19  ,  0.5  , 0.0  , 0.0  , 0.0  , 2059.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.2  ,  0.5  , 0.0  , 0.0  , 0.0  , 2058.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.21  ,  0.5  , 0.0  , 0.0  , 0.0  , 2056.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.22  ,  0.5  , 0.0  , 0.0  , 0.0  , 2056.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.23  ,  0.5  , 0.0  , 0.0  , 0.0  , 2054.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.24  ,  0.5  , 0.0  , 0.0  , 0.0  , 2053.0  ,  0   , 25000  , 1  , 24999
rbf  , 0.0005  , 0.25  ,  0.5  , 0.0  , 0.0  , 0.0  , 2052.0  ,  0   , 25000  , 1  , 24999


New occurence at: 2021-03-02 16:10:35.866049, Trojan name: HT1_3 - 4 

kernel , nu   , gamma   ,    Accuracy,    F1_score,    Recall,   Precision,   No_Sup_Vec, TP   , FN   , FP   , TN 
rbf  , 0.0005  , 0.3  ,  0.58506  , 0.70625  , 0.9978  , 0.54659  , 9.0  ,  24937   , 63  , 20625  , 4375
rbf  , 0.0005  , 0.31  ,  0.58532  , 0.70634  , 0.9976  , 0.54675  , 9.0  ,  24932   , 68  , 20620  , 4380
rbf  , 0.0005  , 0.32  ,  0.58544  , 0.70637  , 0.99748  , 0.54683  , 10.0  ,  24932   , 68  , 20614  , 4386
rbf  , 0.0005  , 0.33  ,  0.58546  , 0.70634  , 0.99728  , 0.54685  , 10.0  ,  24932   , 68  , 20608  , 4392
rbf  , 0.0005  , 0.34  ,  0.58562  , 0.7064  , 0.99716  , 0.54696  , 10.0  ,  24932   , 68  , 20601  , 4399
rbf  , 0.0005  , 0.35  ,  0.5857  , 0.7064  , 0.997  , 0.54701  , 10.0  ,  24926   , 74  , 20597  , 4403
rbf  , 0.0005  , 0.36  ,  0.5858  , 0.70641  , 0.99676  , 0.54709  , 11.0  ,  24927   , 73  , 20594  , 4406
rbf  , 0.0005  , 0.37  ,  0.58598  , 0.70649  , 0.99676  , 0.54719  , 11.0  ,  24922   , 78  , 20586  , 4414
rbf  , 0.0005  , 0.38  ,  0.58628  , 0.70665  , 0.99676  , 0.54737  , 11.0  ,  24922   , 78  , 20578  , 4422
rbf  , 0.0005  , 0.39  ,  0.58642  , 0.70669  , 0.99664  , 0.54747  , 12.0  ,  24921   , 79  , 20570  , 4430
rbf  , 0.0005  , 0.4  ,  0.58652  , 0.70673  , 0.9966  , 0.54753  , 12.0  ,  24920   , 80  , 20564  , 4436
rbf  , 0.0005  , 0.41  ,  0.58656  , 0.70674  , 0.99656  , 0.54755  , 12.0  ,  24920   , 80  , 20562  , 4438
rbf  , 0.0005  , 0.42  ,  0.58666  , 0.70679  , 0.99652  , 0.54762  , 12.0  ,  24917   , 83  , 20557  , 4443
rbf  , 0.0005  , 0.43  ,  0.58678  , 0.70683  , 0.99644  , 0.54769  , 13.0  ,  24915   , 85  , 20553  , 4447
rbf  , 0.0005  , 0.44  ,  0.58698  , 0.70694  , 0.99648  , 0.54781  , 13.0  ,  24915   , 85  , 20548  , 4452
rbf  , 0.0005  , 0.45  ,  0.58702  , 0.70694  , 0.9964  , 0.54784  , 13.0  ,  24912   , 88  , 20542  , 4458
rbf  , 0.0005  , 0.46  ,  0.58708  , 0.70696  , 0.99632  , 0.54788  , 13.0  ,  24911   , 89  , 20536  , 4464
rbf  , 0.0005  , 0.47  ,  0.5872  , 0.70703  , 0.9964  , 0.54795  , 13.0  ,  24909   , 91  , 20530  , 4470
rbf  , 0.0005  , 0.48  ,  0.5872  , 0.70701  , 0.99628  , 0.54795  , 14.0  ,  24908   , 92  , 20524  , 4476
rbf  , 0.0005  , 0.49  ,  0.58728  , 0.70702  , 0.99616  , 0.54801  , 14.0  ,  24905   , 95  , 20521  , 4479
rbf  , 0.0005  , 0.5  ,  0.58742  , 0.70707  , 0.99608  , 0.54809  , 14.0  ,  24902   , 98  , 20511  , 4489
rbf  , 0.0005  , 0.51  ,  0.58766  , 0.70717  , 0.99596  , 0.54824  , 14.0  ,  24900   , 100  , 20502  , 4498
rbf  , 0.0005  , 0.52  ,  0.5879  , 0.70727  , 0.99588  , 0.54839  , 14.0  ,  24896   , 104  , 20497  , 4503
rbf  , 0.0005  , 0.53  ,  0.58802  , 0.70734  , 0.99592  , 0.54846  , 14.0  ,  24894   , 106  , 20487  , 4513
rbf  , 0.0005  , 0.54  ,  0.58818  , 0.70741  , 0.99584  , 0.54856  , 14.0  ,  24891   , 109  , 20478  , 4522
rbf  , 0.0005  , 0.55  ,  0.58828  , 0.70746  , 0.99584  , 0.54862  , 15.0  ,  24886   , 114  , 20472  , 4528
rbf  , 0.0005  , 0.56  ,  0.58842  , 0.70754  , 0.99592  , 0.5487  , 15.0  ,  24879   , 121  , 20465  , 4535
rbf  , 0.0005  , 0.57  ,  0.5886  , 0.70762  , 0.99584  , 0.54881  , 15.0  ,  24875   , 125  , 20463  , 4537
rbf  , 0.0005  , 0.58  ,  0.58866  , 0.70764  , 0.9958  , 0.54885  , 16.0  ,  24871   , 129  , 20460  , 4540
rbf  , 0.0005  , 0.59  ,  0.5889  , 0.70777  , 0.99584  , 0.549  , 16.0  ,  24872   , 128  , 20454  , 4546
rbf  , 0.0005  , 0.6  ,  0.58896  , 0.70777  , 0.99572  , 0.54904  , 16.0  ,  24871   , 129  , 20452  , 4548
rbf  , 0.0005  , 0.61  ,  0.58914  , 0.70785  , 0.99568  , 0.54915  , 16.0  ,  24868   , 132  , 20448  , 4552
rbf  , 0.0005  , 0.62  ,  0.58932  , 0.70795  , 0.99572  , 0.54926  , 17.0  ,  24868   , 132  , 20447  , 4553
rbf  , 0.0005  , 0.63  ,  0.58942  , 0.70798  , 0.99559  , 0.54932  , 17.0  ,  24867   , 133  , 20441  , 4559
rbf  , 0.0005  , 0.64  ,  0.58948  , 0.70799  , 0.99552  , 0.54936  , 18.0  ,  24867   , 133  , 20438  , 4562
rbf  , 0.0005  , 0.65  ,  0.58956  , 0.70802  , 0.99544  , 0.54942  , 18.0  ,  24867   , 133  , 20434  , 4566
rbf  , 0.0005  , 0.66  ,  0.58968  , 0.70808  , 0.99544  , 0.54949  , 17.0  ,  24866   , 134  , 20428  , 4572
rbf  , 0.0005  , 0.67  ,  0.5898  , 0.70815  , 0.99548  , 0.54956  , 18.0  ,  24865   , 135  , 20421  , 4579
rbf  , 0.0005  , 0.68  ,  0.58986  , 0.70814  , 0.99532  , 0.54961  , 18.0  ,  24862   , 138  , 20417  , 4583
rbf  , 0.0005  , 0.69  ,  0.5899  , 0.70815  , 0.99528  , 0.54963  , 18.0  ,  24861   , 139  , 20415  , 4585
rbf  , 0.0006  , 0.3  ,  0.58508  , 0.70628  , 0.99788  , 0.54659  , 9.0  ,  24938   , 62  , 20629  , 4371
rbf  , 0.0006  , 0.31  ,  0.58528  , 0.70632  , 0.9976  , 0.54673  , 9.0  ,  24933   , 67  , 20620  , 4380
rbf  , 0.0006  , 0.32  ,  0.5854  , 0.70634  , 0.99744  , 0.54681  , 10.0  ,  24933   , 67  , 20615  , 4385
rbf  , 0.0006  , 0.33  ,  0.58544  , 0.70633  , 0.99728  , 0.54684  , 10.0  ,  24931   , 69  , 20606  , 4394
rbf  , 0.0006  , 0.34  ,  0.58556  , 0.70636  , 0.99712  , 0.54692  , 10.0  ,  24930   , 70  , 20601  , 4399
rbf  , 0.0006  , 0.35  ,  0.58576  , 0.70645  , 0.99708  , 0.54704  , 10.0  ,  24931   , 69  , 20599  , 4401
rbf  , 0.0006  , 0.36  ,  0.58582  , 0.70641  , 0.99676  , 0.5471  , 11.0  ,  24927   , 73  , 20594  , 4406
rbf  , 0.0006  , 0.37  ,  0.58606  , 0.70654  , 0.9968  , 0.54724  , 11.0  ,  24924   , 76  , 20587  , 4413
rbf  , 0.0006  , 0.38  ,  0.58626  , 0.70662  , 0.99668  , 0.54737  , 11.0  ,  24922   , 78  , 20579  , 4421
rbf  , 0.0006  , 0.39  ,  0.58638  , 0.70667  , 0.99664  , 0.54744  , 11.0  ,  24923   , 77  , 20573  , 4427
rbf  , 0.0006  , 0.4  ,  0.58654  , 0.70673  , 0.99656  , 0.54754  , 12.0  ,  24921   , 79  , 20566  , 4434
rbf  , 0.0006  , 0.41  ,  0.58656  , 0.70674  , 0.99652  , 0.54756  , 12.0  ,  24920   , 80  , 20562  , 4438
rbf  , 0.0006  , 0.42  ,  0.58658  , 0.70674  , 0.99648  , 0.54757  , 12.0  ,  24916   , 84  , 20558  , 4442
rbf  , 0.0006  , 0.43  ,  0.5867  , 0.70678  , 0.9964  , 0.54765  , 13.0  ,  24914   , 86  , 20551  , 4449
rbf  , 0.0006  , 0.44  ,  0.58696  , 0.70692  , 0.99644  , 0.5478  , 13.0  ,  24914   , 86  , 20549  , 4451
rbf  , 0.0006  , 0.45  ,  0.58704  , 0.70695  , 0.9964  , 0.54785  , 13.0  ,  24913   , 87  , 20541  , 4459
rbf  , 0.0006  , 0.46  ,  0.58712  , 0.70699  , 0.9964  , 0.5479  , 13.0  ,  24912   , 88  , 20539  , 4461
rbf  , 0.0006  , 0.47  ,  0.58712  , 0.70698  , 0.99636  , 0.5479  , 13.0  ,  24909   , 91  , 20530  , 4470
rbf  , 0.0006  , 0.48  ,  0.58724  , 0.70703  , 0.99628  , 0.54798  , 14.0  ,  24906   , 94  , 20525  , 4475
rbf  , 0.0006  , 0.49  ,  0.58732  , 0.70705  , 0.9962  , 0.54803  , 14.0  ,  24903   , 97  , 20515  , 4485
rbf  , 0.0006  , 0.5  ,  0.58754  , 0.70714  , 0.99612  , 0.54816  , 14.0  ,  24903   , 97  , 20508  , 4492
rbf  , 0.0006  , 0.51  ,  0.58768  , 0.70719  , 0.996  , 0.54825  , 14.0  ,  24901   , 99  , 20500  , 4500
rbf  , 0.0006  , 0.52  ,  0.58784  , 0.70724  , 0.99588  , 0.54836  , 14.0  ,  24896   , 104  , 20492  , 4508
rbf  , 0.0006  , 0.53  ,  0.58804  , 0.70735  , 0.99592  , 0.54847  , 14.0  ,  24895   , 105  , 20487  , 4513
rbf  , 0.0006  , 0.54  ,  0.58816  , 0.70741  , 0.99592  , 0.54855  , 15.0  ,  24892   , 108  , 20477  , 4523
rbf  , 0.0006  , 0.55  ,  0.58824  , 0.70744  , 0.99584  , 0.5486  , 15.0  ,  24886   , 114  , 20474  , 4526
rbf  , 0.0006  , 0.56  ,  0.5883  , 0.70747  , 0.99584  , 0.54863  , 15.0  ,  24878   , 122  , 20465  , 4535
rbf  , 0.0006  , 0.57  ,  0.58856  , 0.7076  , 0.99588  , 0.54879  , 16.0  ,  24873   , 127  , 20462  , 4538
rbf  , 0.0006  , 0.58  ,  0.58876  , 0.7077  , 0.99588  , 0.54891  , 16.0  ,  24871   , 129  , 20458  , 4542
rbf  , 0.0006  , 0.59  ,  0.58886  , 0.70775  , 0.99584  , 0.54897  , 16.0  ,  24872   , 128  , 20455  , 4545
rbf  , 0.0006  , 0.6  ,  0.589  , 0.7078  , 0.99576  , 0.54906  , 16.0  ,  24870   , 130  , 20452  , 4548
rbf  , 0.0006  , 0.61  ,  0.58912  , 0.70785  , 0.99572  , 0.54914  , 17.0  ,  24870   , 130  , 20450  , 4550
rbf  , 0.0006  , 0.62  ,  0.58928  , 0.70793  , 0.99572  , 0.54923  , 17.0  ,  24870   , 130  , 20450  , 4550
rbf  , 0.0006  , 0.63  ,  0.58942  , 0.70799  , 0.99563  , 0.54932  , 17.0  ,  24867   , 133  , 20442  , 4558
rbf  , 0.0006  , 0.64  ,  0.58948  , 0.70801  , 0.99559  , 0.54936  , 17.0  ,  24867   , 133  , 20437  , 4563
rbf  , 0.0006  , 0.65  ,  0.58956  , 0.70803  , 0.99552  , 0.54941  , 18.0  ,  24868   , 132  , 20436  , 4564
rbf  , 0.0006  , 0.66  ,  0.58972  , 0.7081  , 0.99548  , 0.54951  , 18.0  ,  24868   , 132  , 20432  , 4568
rbf  , 0.0006  , 0.67  ,  0.58982  , 0.70815  , 0.99544  , 0.54957  , 18.0  ,  24866   , 134  , 20426  , 4574
rbf  , 0.0006  , 0.68  ,  0.5899  , 0.70816  , 0.99532  , 0.54963  , 18.0  ,  24865   , 135  , 20419  , 4581
rbf  , 0.0006  , 0.69  ,  0.58992  , 0.70816  , 0.99524  , 0.54965  , 18.0  ,  24863   , 137  , 20416  , 4584
rbf  , 0.0007  , 0.3  ,  0.58498  , 0.70622  , 0.99784  , 0.54654  , 9.0  ,  24937   , 63  , 20630  , 4370
rbf  , 0.0007  , 0.31  ,  0.5853  , 0.70633  , 0.9976  , 0.54674  , 9.0  ,  24933   , 67  , 20621  , 4379
rbf  , 0.0007  , 0.32  ,  0.5854  , 0.70634  , 0.9974  , 0.54681  , 10.0  ,  24933   , 67  , 20617  , 4383
rbf  , 0.0007  , 0.33  ,  0.58546  , 0.70634  , 0.99728  , 0.54685  , 10.0  ,  24931   , 69  , 20608  , 4392
rbf  , 0.0007  , 0.34  ,  0.58556  , 0.70636  , 0.99712  , 0.54692  , 10.0  ,  24930   , 70  , 20603  , 4397
rbf  , 0.0007  , 0.35  ,  0.58578  , 0.70647  , 0.99712  , 0.54706  , 10.0  ,  24932   , 68  , 20598  , 4402
rbf  , 0.0007  , 0.36  ,  0.58586  , 0.70645  , 0.99684  , 0.54712  , 11.0  ,  24926   , 74  , 20594  , 4406
rbf  , 0.0007  , 0.37  ,  0.58606  , 0.70654  , 0.9968  , 0.54724  , 11.0  ,  24925   , 75  , 20589  , 4411
rbf  , 0.0007  , 0.38  ,  0.58624  , 0.70661  , 0.99668  , 0.54736  , 11.0  ,  24924   , 76  , 20581  , 4419
rbf  , 0.0007  , 0.39  ,  0.5864  , 0.70668  , 0.99664  , 0.54745  , 11.0  ,  24923   , 77  , 20571  , 4429
rbf  , 0.0007  , 0.4  ,  0.58654  , 0.70674  , 0.9966  , 0.54754  , 12.0  ,  24921   , 79  , 20565  , 4435
rbf  , 0.0007  , 0.41  ,  0.58652  , 0.70672  , 0.99652  , 0.54753  , 12.0  ,  24921   , 79  , 20563  , 4437
rbf  , 0.0007  , 0.42  ,  0.58664  , 0.70677  , 0.99648  , 0.54761  , 12.0  ,  24918   , 82  , 20558  , 4442
rbf  , 0.0007  , 0.43  ,  0.58674  , 0.70681  , 0.99644  , 0.54767  , 12.0  ,  24916   , 84  , 20552  , 4448
rbf  , 0.0007  , 0.44  ,  0.58692  , 0.7069  , 0.99644  , 0.54778  , 13.0  ,  24915   , 85  , 20546  , 4454
rbf  , 0.0007  , 0.45  ,  0.58702  , 0.70694  , 0.9964  , 0.54784  , 13.0  ,  24913   , 87  , 20542  , 4458
rbf  , 0.0007  , 0.46  ,  0.58714  , 0.707  , 0.9964  , 0.54791  , 13.0  ,  24913   , 87  , 20537  , 4463
rbf  , 0.0007  , 0.47  ,  0.5872  , 0.70703  , 0.9964  , 0.54795  , 13.0  ,  24909   , 91  , 20528  , 4472
rbf  , 0.0007  , 0.48  ,  0.58722  , 0.70701  , 0.99624  , 0.54797  , 14.0  ,  24905   , 95  , 20523  , 4477
rbf  , 0.0007  , 0.49  ,  0.58732  , 0.70704  , 0.99616  , 0.54803  , 14.0  ,  24905   , 95  , 20519  , 4481
rbf  , 0.0007  , 0.5  ,  0.58746  , 0.7071  , 0.99612  , 0.54812  , 14.0  ,  24903   , 97  , 20504  , 4496
rbf  , 0.0007  , 0.51  ,  0.5877  , 0.7072  , 0.996  , 0.54827  , 14.0  ,  24899   , 101  , 20497  , 4503
rbf  , 0.0007  , 0.52  ,  0.58786  , 0.70725  , 0.99588  , 0.54837  , 14.0  ,  24897   , 103  , 20494  , 4506
rbf  , 0.0007  , 0.53  ,  0.588  , 0.70732  , 0.99588  , 0.54845  , 14.0  ,  24894   , 106  , 20486  , 4514
rbf  , 0.0007  , 0.54  ,  0.58812  , 0.70738  , 0.99588  , 0.54852  , 15.0  ,  24891   , 109  , 20479  , 4521
rbf  , 0.0007  , 0.55  ,  0.58828  , 0.70746  , 0.99584  , 0.54862  , 15.0  ,  24886   , 114  , 20473  , 4527
rbf  , 0.0007  , 0.56  ,  0.5884  , 0.70753  , 0.99592  , 0.54869  , 15.0  ,  24879   , 121  , 20467  , 4533
rbf  , 0.0007  , 0.57  ,  0.58856  , 0.7076  , 0.99584  , 0.54879  , 15.0  ,  24874   , 126  , 20462  , 4538
rbf  , 0.0007  , 0.58  ,  0.58872  , 0.70768  , 0.99584  , 0.54889  , 16.0  ,  24872   , 128  , 20461  , 4539
rbf  , 0.0007  , 0.59  ,  0.58886  , 0.70774  , 0.9958  , 0.54897  , 16.0  ,  24872   , 128  , 20453  , 4547
rbf  , 0.0007  , 0.6  ,  0.58896  , 0.70778  , 0.99576  , 0.54904  , 16.0  ,  24870   , 130  , 20451  , 4549
rbf  , 0.0007  , 0.61  ,  0.5891  , 0.70784  , 0.99572  , 0.54912  , 17.0  ,  24870   , 130  , 20450  , 4550
rbf  , 0.0007  , 0.62  ,  0.5893  , 0.70794  , 0.99572  , 0.54925  , 17.0  ,  24869   , 131  , 20445  , 4555
rbf  , 0.0007  , 0.63  ,  0.58942  , 0.708  , 0.99571  , 0.54932  , 17.0  ,  24867   , 133  , 20441  , 4559
rbf  , 0.0007  , 0.64  ,  0.58942  , 0.70796  , 0.99552  , 0.54933  , 18.0  ,  24867   , 133  , 20436  , 4564
rbf  , 0.0007  , 0.65  ,  0.58956  , 0.70803  , 0.99552  , 0.54941  , 18.0  ,  24867   , 133  , 20435  , 4565
rbf  , 0.0007  , 0.66  ,  0.58968  , 0.70809  , 0.99552  , 0.54949  , 18.0  ,  24867   , 133  , 20432  , 4568
rbf  , 0.0007  , 0.67  ,  0.58982  , 0.70815  , 0.99544  , 0.54957  , 18.0  ,  24866   , 134  , 20424  , 4576
rbf  , 0.0007  , 0.68  ,  0.58994  , 0.70819  , 0.99536  , 0.54965  , 18.0  ,  24865   , 135  , 20420  , 4580
rbf  , 0.0007  , 0.69  ,  0.59  , 0.70821  , 0.99532  , 0.54969  , 18.0  ,  24862   , 138  , 20417  , 4583
rbf  , 0.0008  , 0.3  ,  0.58502  , 0.70625  , 0.99788  , 0.54656  , 9.0  ,  24938   , 62  , 20628  , 4372
rbf  , 0.0008  , 0.31  ,  0.58532  , 0.70635  , 0.99764  , 0.54675  , 9.0  ,  24933   , 67  , 20622  , 4378
rbf  , 0.0008  , 0.32  ,  0.58544  , 0.70636  , 0.9974  , 0.54684  , 10.0  ,  24931   , 69  , 20615  , 4385
rbf  , 0.0008  , 0.33  ,  0.58542  , 0.70631  , 0.99724  , 0.54683  , 10.0  ,  24930   , 70  , 20609  , 4391
rbf  , 0.0008  , 0.34  ,  0.58556  , 0.70636  , 0.99712  , 0.54692  , 10.0  ,  24929   , 71  , 20603  , 4397
rbf  , 0.0008  , 0.35  ,  0.58572  , 0.70641  , 0.99696  , 0.54703  , 10.0  ,  24928   , 72  , 20599  , 4401
rbf  , 0.0008  , 0.36  ,  0.58584  , 0.70643  , 0.9968  , 0.54711  , 11.0  ,  24926   , 74  , 20594  , 4406
rbf  , 0.0008  , 0.37  ,  0.5861  , 0.70656  , 0.9968  , 0.54726  , 11.0  ,  24925   , 75  , 20589  , 4411
rbf  , 0.0008  , 0.38  ,  0.58622  , 0.7066  , 0.99668  , 0.54734  , 11.0  ,  24923   , 77  , 20580  , 4420
rbf  , 0.0008  , 0.39  ,  0.58636  , 0.70666  , 0.99664  , 0.54743  , 12.0  ,  24922   , 78  , 20571  , 4429
rbf  , 0.0008  , 0.4  ,  0.58652  , 0.70673  , 0.9966  , 0.54753  , 12.0  ,  24921   , 79  , 20566  , 4434
rbf  , 0.0008  , 0.41  ,  0.58654  , 0.70673  , 0.99652  , 0.54754  , 12.0  ,  24919   , 81  , 20562  , 4438
rbf  , 0.0008  , 0.42  ,  0.58664  , 0.70678  , 0.99652  , 0.5476  , 12.0  ,  24917   , 83  , 20559  , 4441
rbf  , 0.0008  , 0.43  ,  0.58674  , 0.70681  , 0.99644  , 0.54767  , 13.0  ,  24916   , 84  , 20552  , 4448
rbf  , 0.0008  , 0.44  ,  0.5869  , 0.70688  , 0.9964  , 0.54777  , 13.0  ,  24915   , 85  , 20547  , 4453
rbf  , 0.0008  , 0.45  ,  0.587  , 0.70692  , 0.99632  , 0.54783  , 13.0  ,  24913   , 87  , 20541  , 4459
rbf  , 0.0008  , 0.46  ,  0.5871  , 0.70697  , 0.99636  , 0.54789  , 13.0  ,  24911   , 89  , 20538  , 4462
rbf  , 0.0008  , 0.47  ,  0.58714  , 0.70699  , 0.99632  , 0.54791  , 13.0  ,  24909   , 91  , 20528  , 4472
rbf  , 0.0008  , 0.48  ,  0.58724  , 0.70702  , 0.99624  , 0.54798  , 14.0  ,  24905   , 95  , 20521  , 4479
rbf  , 0.0008  , 0.49  ,  0.5873  , 0.70702  , 0.99612  , 0.54802  , 14.0  ,  24905   , 95  , 20520  , 4480
rbf  , 0.0008  , 0.5  ,  0.58744  , 0.70708  , 0.99608  , 0.54811  , 14.0  ,  24903   , 97  , 20507  , 4493
rbf  , 0.0008  , 0.51  ,  0.58768  , 0.70718  , 0.99596  , 0.54826  , 14.0  ,  24901   , 99  , 20500  , 4500
rbf  , 0.0008  , 0.52  ,  0.58792  , 0.70729  , 0.99592  , 0.5484  , 14.0  ,  24896   , 104  , 20494  , 4506
rbf  , 0.0008  , 0.53  ,  0.588  , 0.70732  , 0.99588  , 0.54845  , 14.0  ,  24893   , 107  , 20486  , 4514
rbf  , 0.0008  , 0.54  ,  0.5882  , 0.70743  , 0.99592  , 0.54857  , 15.0  ,  24891   , 109  , 20479  , 4521
rbf  , 0.0008  , 0.55  ,  0.58826  , 0.70744  , 0.9958  , 0.54861  , 15.0  ,  24886   , 114  , 20471  , 4529
rbf  , 0.0008  , 0.56  ,  0.5884  , 0.70752  , 0.99588  , 0.54869  , 15.0  ,  24878   , 122  , 20466  , 4534
rbf  , 0.0008  , 0.57  ,  0.58858  , 0.70761  , 0.99584  , 0.5488  , 15.0  ,  24874   , 126  , 20462  , 4538
rbf  , 0.0008  , 0.58  ,  0.58876  , 0.7077  , 0.99584  , 0.54891  , 16.0  ,  24871   , 129  , 20458  , 4542
rbf  , 0.0008  , 0.59  ,  0.58888  , 0.70776  , 0.99584  , 0.54899  , 16.0  ,  24872   , 128  , 20456  , 4544
rbf  , 0.0008  , 0.6  ,  0.58898  , 0.70779  , 0.99576  , 0.54905  , 16.0  ,  24870   , 130  , 20452  , 4548
rbf  , 0.0008  , 0.61  ,  0.58908  , 0.70783  , 0.99572  , 0.54911  , 16.0  ,  24869   , 131  , 20450  , 4550
rbf  , 0.0008  , 0.62  ,  0.58932  , 0.70795  , 0.99572  , 0.54926  , 17.0  ,  24869   , 131  , 20445  , 4555
rbf  , 0.0008  , 0.63  ,  0.58938  , 0.70797  , 0.99567  , 0.54929  , 17.0  ,  24868   , 132  , 20444  , 4556
rbf  , 0.0008  , 0.64  ,  0.58946  , 0.70799  , 0.99556  , 0.54935  , 18.0  ,  24868   , 132  , 20436  , 4564
rbf  , 0.0008  , 0.65  ,  0.5896  , 0.70806  , 0.99556  , 0.54943  , 18.0  ,  24867   , 133  , 20436  , 4564
rbf  , 0.0008  , 0.66  ,  0.58968  , 0.7081  , 0.99556  , 0.54948  , 18.0  ,  24867   , 133  , 20431  , 4569
rbf  , 0.0008  , 0.67  ,  0.58984  , 0.70817  , 0.99548  , 0.54958  , 18.0  ,  24868   , 132  , 20424  , 4576
rbf  , 0.0008  , 0.68  ,  0.58992  , 0.70818  , 0.99536  , 0.54964  , 18.0  ,  24863   , 137  , 20419  , 4581
rbf  , 0.0008  , 0.69  ,  0.58996  , 0.70818  , 0.99528  , 0.54967  , 18.0  ,  24862   , 138  , 20418  , 4582
rbf  , 0.0009  , 0.3  ,  0.58512  , 0.70629  , 0.99784  , 0.54662  , 9.0  ,  24937   , 63  , 20627  , 4373
rbf  , 0.0009  , 0.31  ,  0.58536  , 0.70636  , 0.9976  , 0.54678  , 9.0  ,  24934   , 66  , 20621  , 4379
rbf  , 0.0009  , 0.32  ,  0.58542  , 0.70635  , 0.99744  , 0.54682  , 10.0  ,  24931   , 69  , 20614  , 4386
rbf  , 0.0009  , 0.33  ,  0.58546  , 0.70634  , 0.99728  , 0.54685  , 10.0  ,  24931   , 69  , 20606  , 4394
rbf  , 0.0009  , 0.34  ,  0.58556  , 0.70635  , 0.99708  , 0.54693  , 10.0  ,  24929   , 71  , 20601  , 4399
rbf  , 0.0009  , 0.35  ,  0.58576  , 0.70644  , 0.99704  , 0.54705  , 10.0  ,  24930   , 70  , 20597  , 4403
rbf  , 0.0009  , 0.36  ,  0.58584  , 0.70642  , 0.99676  , 0.54711  , 11.0  ,  24926   , 74  , 20594  , 4406
rbf  , 0.0009  , 0.37  ,  0.58604  , 0.70653  , 0.9968  , 0.54723  , 11.0  ,  24926   , 74  , 20588  , 4412
rbf  , 0.0009  , 0.38  ,  0.58624  , 0.70661  , 0.99668  , 0.54736  , 11.0  ,  24923   , 77  , 20578  , 4422
rbf  , 0.0009  , 0.39  ,  0.58636  , 0.70665  , 0.9966  , 0.54743  , 11.0  ,  24922   , 78  , 20571  , 4429
rbf  , 0.0009  , 0.4  ,  0.58648  , 0.70671  , 0.9966  , 0.5475  , 12.0  ,  24921   , 79  , 20566  , 4434
rbf  , 0.0009  , 0.41  ,  0.58654  , 0.70673  , 0.99652  , 0.54754  , 12.0  ,  24919   , 81  , 20562  , 4438
rbf  , 0.0009  , 0.42  ,  0.58662  , 0.70676  , 0.99648  , 0.54759  , 12.0  ,  24916   , 84  , 20559  , 4441
rbf  , 0.0009  , 0.43  ,  0.58674  , 0.70681  , 0.99644  , 0.54767  , 13.0  ,  24915   , 85  , 20551  , 4449
rbf  , 0.0009  , 0.44  ,  0.58694  , 0.7069  , 0.9964  , 0.54779  , 13.0  ,  24914   , 86  , 20547  , 4453
rbf  , 0.0009  , 0.45  ,  0.58704  , 0.70695  , 0.9964  , 0.54785  , 13.0  ,  24913   , 87  , 20541  , 4459
rbf  , 0.0009  , 0.46  ,  0.58714  , 0.707  , 0.9964  , 0.54791  , 13.0  ,  24910   , 90  , 20534  , 4466
rbf  , 0.0009  , 0.47  ,  0.5872  , 0.70702  , 0.99636  , 0.54795  , 13.0  ,  24909   , 91  , 20528  , 4472
rbf  , 0.0009  , 0.48  ,  0.58722  , 0.70701  , 0.99624  , 0.54797  , 14.0  ,  24905   , 95  , 20520  , 4480
rbf  , 0.0009  , 0.49  ,  0.58738  , 0.70707  , 0.99616  , 0.54807  , 14.0  ,  24904   , 96  , 20520  , 4480
